iter	RMSE
689	0.2368142016
690	0.2356309565
691	0.2352251998
692	0.2346911133
693	0.2342790647
694	0.2336271628
695	0.2332280805
696	0.2329990911
697	0.2323429213
698	0.2320399015
699	0.2313394136
700	0.2307962184
701	0.2303361267
702	0.2294686409
703	0.2287848535
704	0.2284831457
705	0.227693085
706	0.2269465782
707	0.2265345214
708	0.2262589612
709	0.225411456
710	0.2249690995
711	0.224492081
712	0.2242477463
713	0.2237212694
714	0.2231852639
715	0.2222334305
716	0.2215124765
717	0.2211464281
718	0.2208201319
719	0.2204828963
720	0.2196887534
721	0.218946057
722	0.2181092873
723	0.2175431181
724	0.2167347982
725	0.2160891067
726	0.2159507824
727	0.2155082748
728	0.215010284
729	0.2146075105
730	0.2139906994
731	0.21318847
732	0.2125763011
733	0.2117369756
734	0.211208506
735	0.2105160055
736	0.2101744798
737	0.2095834035
738	0.2090202905
739	0.2087606131
740	0.2085228235
741	0.2077360485
742	0.2072417066
743	0.2067940105
744	0.2062726415
745	0.2060470174
746	0.2058536494
747	0.2054132528
748	0.2051779813
749	0.2046964298
750	0.2045607752
751	0.2043468604
752	0.2036262689
753	0.2034196487
754	0.2028813128
755	0.2023717375
756	0.2020621274
757	0.2012859566
758	0.2005032666
759	0.1998392863
760	0.1990109887
761	0.1987499475
762	0.1982401922
763	0.1979203745
764	0.1975783692
765	0.1974053117
766	0.1965357844
767	0.1959391829
768	0.1955100966
769	0.1950172281
770	0.1943439023
771	0.194094121
772	0.1937049297
773	0.1930867337
774	0.1926184953
775	0.1919951386
776	0.1916213239
777	0.1912911629
778	0.1908053732
779	0.1901459024
780	0.1895658208
781	0.1892134818
782	0.188608914
783	0.1881655091
784	0.1879141459
785	0.1873387889
786	0.1870630541
787	0.186478792
788	0.1862357978
789	0.1857553037
790	0.185522042
791	0.1852927583
792	0.1850835486
793	0.1847779863
794	0.1844825758
795	0.1838719807
796	0.1836198313
797	0.1831508754
798	0.1829732346
799	0.1826026434
800	0.1823942449
801	0.1819190661
802	0.1814072617
803	0.1809820688
804	0.1805617421
805	0.1802223914
806	0.1797976437
807	0.1790599425
808	0.1785503046
809	0.1784708688
810	0.1779021201
811	0.1773524957
812	0.1768319702
813	0.1764755534
814	0.1760167131
815	0.1754881382
816	0.174764621
817	0.174354455
818	0.1734789074
819	0.1728975457
820	0.1726584512
821	0.1719815501
822	0.1712931296
823	0.1707936902
824	0.1706550386
825	0.1700831095
826	0.169920434
827	0.1695326722
828	0.1691544971
829	0.1686519723
830	0.1685000401
831	0.1679941911
832	0.1675792967
833	0.1674492411
834	0.1668214889
835	0.1665420034
836	0.1663437169
837	0.1661785912
838	0.1655708299
839	0.165366192
840	0.1649153988
841	0.1645763084
842	0.1644262284
843	0.1639089836
844	0.1634472765
845	0.1630901364
846	0.162489833
847	0.1619343738
848	0.1616536864
849	0.1614623001
850	0.1610170148
851	0.160623671
852	0.1601962251
853	0.1597902716
854	0.1594797795
855	0.1590735336
856	0.1587509373
857	0.1581828184
858	0.157898681
859	0.1577330236
860	0.1573608387
861	0.1570032063
862	0.1564892405
863	0.1563503942
864	0.1560143072
865	0.1555873904
866	0.1552413806
867	0.1548646675
868	0.154416128
869	0.1540920237
870	0.1539163328
871	0.1532713997
872	0.1531260183
873	0.1527492889
874	0.1524851541
875	0.1520978203
876	0.1516303153
877	0.1515502333
878	0.1511229575
879	0.1508927771
880	0.1504687133
881	0.1500532861
882	0.1498511923
883	0.1494119421
884	0.1488991009
885	0.1484004519
886	0.1482663912
887	0.1479161466
888	0.1472363379
889	0.1466249466
890	0.1462367859
891	0.1459886282
892	0.1457608006
893	0.1452761371
894	0.1449375251
895	0.1446479925
896	0.1439507627
897	0.1436064932
898	0.1432107809
899	0.1427562722
900	0.1423628158
901	0.1420236659
902	0.1417007283
903	0.1413874991
904	0.1410469946
905	0.1407803215
906	0.1402240309
907	0.1398811122
908	0.1393933747
909	0.1389642542
910	0.138687219
911	0.1384053653
912	0.1382325855
913	0.137892607
914	0.1375353494
915	0.1373779216
916	0.1371079416
917	0.1364511636
918	0.1361674895
919	0.1355387624
920	0.1352855742
921	0.1350498306
922	0.1348504596
923	0.1345750726
924	0.1342358616
925	0.1339139378
926	0.1336147056
927	0.1334394419
928	0.1332998421
929	0.133188509
930	0.1326601845
931	0.1324245786
932	0.1321602647
933	0.1316683197
934	0.131298645
935	0.1311289643
936	0.1307526072
937	0.1302083371
938	0.1295360806
939	0.1294177695
940	0.1290701861
941	0.1288287258
942	0.1287291699
943	0.1281725641
944	0.1279722572
945	0.1278344517
946	0.1276186622
947	0.1272246616
948	0.1268213339
949	0.1265869966
950	0.1262608413
951	0.1257903551
952	0.1255424792
953	0.1253459485
954	0.1249907482
955	0.1248823263
956	0.1247519718
957	0.1245483282
958	0.1244479332
959	0.124057051
960	0.1237926587
961	0.1234571344
962	0.1232125173
963	0.1230933859
964	0.122948659
965	0.1227864368
966	0.1225124653
967	0.1223358405
968	0.1222100517
969	0.1217303964
970	0.1216054525
971	0.1214170523
972	0.1211354455
973	0.120708457
974	0.120432378
975	0.120189699
976	0.1200262789
977	0.1197921796
978	0.1195920981
979	0.1193690244
980	0.1192245575
981	0.1191057097
982	0.1188903298
983	0.1186264236
984	0.118228844
985	0.1178636145
986	0.1176224597
987	0.1172949655
988	0.1171770764
989	0.1169580435
990	0.1167719143
991	0.1166671791
992	0.1162580177
993	0.1159690335
994	0.1156587985
995	0.1154272419
996	0.1152720408
997	0.115055529
998	0.1146874113
999	0.1144010634
